polis#,Name,Polisity,Hellenicity,In/out,staseis,prom 1,prom 2,prom 3,area 1,area 2,Silver,Bronze,Grid,Colonies,Victors,Proxenoi,Democracy,Walls,Delian L,Koinon,Region name,Region #,Latitude,Longitude,Pleiades link,Elevation m,
263,Pylos,3,1,2,0,0.5,,,1,,,,,0,0,0,0,0,0,,Elis,13,37.899734,21.518025,https://pleiades.stoa.org/places/570639,0,
264,Thraistos,1,1,2,0,0.37,,,0,,,,,0,0,0,0,0,0,,Elis,13,37.468145,22.141115,https://pleiades.stoa.org/places/573557,553.8,
265,Alea,2,1,2,0,1.37,1,0,3,28,4,4,,0,0,0,0,0,0,1,Arkadia,14,37.794666,22.450785,https://pleiades.stoa.org/places/570062,773.8,
266,Alipheira,3,1,2,0,1,,,2,,,,,0,0,0,0,1,0,1,Arkadia,14,37.541836,21.860109,https://pleiades.stoa.org/places/570065,410.6,
267,Asea,1,1,2,0,1.5,0,1,2,30,,,,0,0,3,0,1,0,1,Arkadia,14,37.404133,22.261978,https://pleiades.stoa.org/places/570122,748.1,
268,Dipaia,2,1,2,0,0.87,,,0,,,,,0,1,0,0,1,0,1,Arkadia,14,37.541156,22.254905,https://pleiades.stoa.org/places/570199,887.6,
269,Euaimon,2,1,2,0,0.5,,,0,,,,,0,0,0,0,0,0,,Arkadia,14,37.468145,22.141115,https://pleiades.stoa.org/places/573218,553.8,
270,Eutaia,1,1,2,0,0.87,,,1,,,,,0,0,0,0,1,0,1,Arkadia,14,37.371704,22.285257,https://pleiades.stoa.org/places/570249,642.9,
271,Gortys,2,1,2,0,1.25,,,2,,,,,0,0,0,0,1,0,1,Arkadia,14,37.536675,22.03544,https://pleiades.stoa.org/places/570267,414.9,
272,Halous,3,1,2,0,0.37,,,2,,,,,0,0,0,0,1,0,,Arkadia,14,37.758337,22.013568,https://pleiades.stoa.org/places/570277,414,
273,Helisson,1,1,2,0,1.37,,,1,,,,,0,0,0,2,0,0,1,Arkadia,14,37.612883,22.217753,https://pleiades.stoa.org/places/570282,1118,
274,Heraia,1,1,2,1,2.25,,,4,,5,4,,0,1,0,2,1,0,1,Arkadia,14,37.605985,21.85941,https://pleiades.stoa.org/places/570287,70.4,
275,Kaphiai,2,1,2,0,0.87,,,4,,,,,0,0,1,0,1,0,1,Arkadia,14,37.7666264,22.262624,https://pleiades.stoa.org/places/570329,665.7,
276,Kleitor,1,1,2,0,2,23,3,5,58,5,4,,0,1,1,0,0,0,1,Arkadia,14,37.893544,22.123335,https://pleiades.stoa.org/places/570359,509,
277,Koila,3,1,2,0,0.12,,,0,,,,,0,0,0,0,0,0,,Arkadia,14,38.49903,26.089078,,492.1,
278,Kynaitha,3,1,2,0,0.5,,,3,,,,,0,0,0,0,0,0,,Arkadia,14,38.030556,22.111538,https://pleiades.stoa.org/places/570392,739.6,
279,Lousoi,2,1,2,0,1.37,,,2,,,,,0,2,2,0,1,0,,Arkadia,14,37.969024,22.116811,https://pleiades.stoa.org/places/570438,1213.4,
280,Lykosoura,2,1,2,0,1.25,,,0,,,,,0,0,0,0,1,0,1,Arkadia,14,37.3891025,22.0251905,https://pleiades.stoa.org/places/570444,630.1,
281,Mantinea,1,1,5,6,5.5,162,154,4,124,5,4,,0,1,0,2,1,0,1,Arkadia,14,37.6173785,22.3925775,https://pleiades.stoa.org/places/570459,629.2,
282,Megale polis,1,1,3,0,4.25,64,46,6,350,4,4,,0,0,1,2,1,0,1,Arkadia,14,37.4124175,22.1273485,https://pleiades.stoa.org/places/570467,406.2,
283,Methydrion,2,1,2,0,1.75,4,0,2,11,,4,,0,1,0,0,1,0,1,Arkadia,14,37.627412,22.168912,https://pleiades.stoa.org/places/570484,1173,
284,Nestane,3,1,2,0,0.12,,,1,,,,,0,0,0,0,0,0,1,Arkadia,14,37.616362,22.467824,https://pleiades.stoa.org/places/570507,729.8,
285,Nonakris,1,1,2,0,0.37,,,1,,,,,0,0,0,0,0,0,1,Arkadia,14,38.014421,22.241203,https://pleiades.stoa.org/places/570510,1009.8,
286,Orchemenos,1,1,2,0,3,33,47,3,20,,4,,0,0,1,0,1,0,1,Arkadia,14,37.725196,22.3148815,https://pleiades.stoa.org/places/570535,358.3,
287,Oresthasion,1,1,2,0,1,5,0,1.5,30,,,,0,1,0,0,1,0,1,Arkadia,14,37.345994,22.206506,https://pleiades.stoa.org/places/570536,542.2,
288,Paion,1,1,2,0,0.5,,,0,,,,,0,0,0,0,1,0,,Arkadia,14,37.83914,21.981451,https://pleiades.stoa.org/places/570558,631,
289,Pallantion,1,1,2,0,1.37,,,2,,5,,,0,0,1,0,1,0,1,Arkadia,14,37.462155,22.336587,https://pleiades.stoa.org/places/570548,673.4,
290,Phara,3,1,2,0,0.12,,,0,,,,,0,0,0,0,0,0,,Arkadia,14,38.093144,21.717095,https://pleiades.stoa.org/places/570590,129.7,
291,Pheneos,2,1,2,0,0.87,13,0,4,20,5,4,,0,1,1,0,1,0,1,Arkadia,14,37.919454,22.295238,https://pleiades.stoa.org/places/570595,889.1,
292,Phigaleia,1.5,1,2,3,2.12,14,1,3,195,,,,0,2,2,2,1,0,1,Arkadia,14,37.396081,21.8419475,https://pleiades.stoa.org/places/570598,442.3,
293,Phorieia,3,1,2,0,0.12,,,0,,,,,0,0,0,0,0,0,,Arkadia,14,37.468145,22.141115,https://pleiades.stoa.org/places/573459,553.8,
294,Psophis,1,1,2,0,1.5,0,0,4,80,5,4,,0,0,0,0,1,0,,Arkadia,14,37.871725,21.892903,https://pleiades.stoa.org/places/570638,585.4,
295,Pylai,3,1,2,0,0.12,,,0,,,,,0,0,0,0,0,0,,Arkadia,14,37.716667,22.6,https://pleiades.stoa.org/places/573489,158,
296,Stymphalos,1,1,2,0,2.12,18,3,3,40,4,4,4,0,4,3,0,1,0,1,Arkadia,14,37.863880475,22.4607719,https://pleiades.stoa.org/places/570696,642,
297,Tegea,1,1,2,7,4.25,367,78,4,190,5,4,,0,2,3,2,1,0,1,Arkadia,14,37.4596135,22.424283,https://pleiades.stoa.org/places/570707,671.8,
298,Teuthis,3,1,2,0,0.5,,,0,,,,,0,0,0,0,1,0,1,Arkadia,14,37.597441,22.041285,https://pleiades.stoa.org/places/570713,939.2,
299,Thaliades,3,1,2,0,0.25,,,0,,5,,,0,0,0,0,1,0,,Arkadia,14,37.782355,21.947446,https://pleiades.stoa.org/places/570716,632.9,
300,Thelphousa,2,1,2,0,2,,,4,,4,4,,0,0,0,0,1,0,1,Arkadia,14,37.710489,21.87884,https://pleiades.stoa.org/places/570722,759,
301,Thisoa,2,1,2,0,0.87,,,0,,,,,0,0,1,0,1,0,1,Arkadia,14,37.629132,22.093976,https://pleiades.stoa.org/places/570721,1032.6,
302,Torthyneion,2,1,2,0,0.37,,,0,,,,,0,0,0,0,1,0,,Arkadia,14,37.706671,22.154809,https://pleiades.stoa.org/places/570742,881.5,
303,Trapezous,3,1,5,0,0.87,0,1,1.5,18,,,5,0,0,0,0,1,0,1,Arkadia,14,37.456281,22.060685,https://pleiades.stoa.org/places/570746,353,
304,Epeion,1,1,2,0,0.62,,,1,,,,,0,0,0,0,0,0,1,Triphylia,15,37.56585,21.784671,https://pleiades.stoa.org/places/570226,288.7,
305,Epitalion,1,1,2,0,0.5,,,1,,,,,0,0,0,0,0,0,1,Triphylia,15,37.632054,21.476013,https://pleiades.stoa.org/places/570231,1.1,
306,Lepreon,1,1,2,0,2,,,3,,,,,0,3,0,0,1,0,1,Triphylia,15,37.432321,21.726002,https://pleiades.stoa.org/places/570423,172.6,
307,Makiston,1,1,2,0,1,,,3,,,,,0,0,0,0,1,0,1,Triphylia,15,37.60974,21.698461,https://pleiades.stoa.org/places/570453,139,
308,Noudion,1,1,1,0,0.12,,,0,,,,,0,0,0,0,0,0,,Triphylia,15,37.468145,22.141115,https://pleiades.stoa.org/places/573390,553.8,
309,Phrixa,1,1,2,0,0.5,,,1,,,,,0,0,0,0,1,0,1,Triphylia,15,37.635009,21.71145,https://pleiades.stoa.org/places/570609,140.3,
310,Pyrgos,1,1,2,0,0.62,,,0,,,,,0,0,0,0,0,0,1,Triphylia,15,37.41666667,21.66666667,https://pleiades.stoa.org/places/570641,3,
311,Skillous,1,1,2,0,0.75,,,0,,,,,0,0,1,0,0,0,1,Triphylia,15,37.609552,21.602752,https://pleiades.stoa.org/places/570674,84.2,
312,Aithaia,2,1,2,0,1,,,0,,,,,0,0,0,0,0,0,1,Messenia,16,37.468145,22.141115,https://pleiades.stoa.org/places/573058,553.8,
313,Asine,1.5,1,2,0,1.75,,,2,,,,,1,0,1,0,0,0,1,Messenia,16,36.792813,21.962964,https://pleiades.stoa.org/places/570125,0,
314,Aulon,3,1,2,0,1.12,,,1,,,,,0,0,0,0,0,0,1,Messenia,16,37.33333333,21.66666667,https://pleiades.stoa.org/places/570142,0,
315,Kardamyle,3,1,2,0,0.87,,,1,,,,,0,0,0,0,0,0,,Messenia,16,36.884777,22.237649,https://pleiades.stoa.org/places/570330,35.4,
316,Korone,3,1,3,0,1,,,2,,,,,0,0,0,0,0,0,,Messenia,16,36.954171,21.927944,https://pleiades.stoa.org/places/570371,6.6,
317,Kyparissos,1.5,1,2,0,0.87,,,3,,,,,0,0,1,0,0,0,,Messenia,16,37.248527,21.681159,https://pleiades.stoa.org/places/570397,179.7,
318,Messene/Ithome,1,1,3,0,5.25,56,218,5,290,4,4,4,4,3,3,2,1,0,1,Messenia,16,37.146361,21.943018,https://pleiades.stoa.org/places/570479,322.5,
319,Mothone,1,1,2,0,1.12,,,2,,,4,,0,0,0,0,1,0,1,Messenia,16,36.81618,21.705878,https://pleiades.stoa.org/places/570483,1.5,
320,Pharai,3,1,2,0,1,,,1,,,,,0,0,0,0,0,0,1,Messenia,16,37.25,22.25,https://pleiades.stoa.org/places/570596,250,
321,Thalamai,3,1,2,0,0.5,,,1,,,,,0,0,0,0,0,0,,Messenia,16,36.786208,22.325671,https://pleiades.stoa.org/places/570715,432,
322,Thouria,2,1,2,0,1.37,,,1,,,,,0,0,1,0,0,0,,Messenia,16,37.108636,22.044664,https://pleiades.stoa.org/places/570733,68,
323,Aigys,3,1,3,0,0.87,,,1,,,,,0,0,0,0,0,0,,Lakedaimon,17,37.246287,22.165456,https://pleiades.stoa.org/places/570052,598,
324,Anthana,1,1,2,0,0.87,,,1,,,,,0,0,0,0,1,0,,Lakedaimon,17,37.365778,22.781371,https://pleiades.stoa.org/places/570481,14.1,
325,Aphroditia/Aphrodisias,3,1,2,0,0.5,,,0,,,,,0,0,0,0,0,0,,Lakedaimon,17,,,,,
326,Belbina,3,1,3,0,0.75,,,1,,,,,0,0,0,0,0,0,,Lakedaimon,17,37.27848,22.286919,https://pleiades.stoa.org/places/570151,353.3,
327,Boia,1,1,2,0,0.87,,,2,,,,,0,0,0,0,0,0,,Lakedaimon,17,36.5282375,23.062276,https://pleiades.stoa.org/places/570156,37.9,
328,Chen,3,1,2,0,0.25,,,0,,,,,0,0,0,0,0,0,,Lakedaimon,17,36.75,22.75,,0,
329,Epidauros,1,1,2,0,0.75,,,2,,,,,0,0,1,0,1,0,,Lakedaimon,17,36.732711,23.033451,https://pleiades.stoa.org/places/570229,,
330,Etis,3,1,2,0,0.5,,,0,,,,,0,0,0,0,0,0,,Lakedaimon,17,36.5,23.08333333,https://pleiades.stoa.org/places/573215,318,
331,Eua,3,1,2,0,1.12,,,0,,,,,0,0,0,0,1,0,,Lakedaimon,17,37.377923,22.656854,https://pleiades.stoa.org/places/570241,687,
332,Geronthrai,3,1,2,0,1.12,,,2,,,,,0,0,0,0,0,0,,Lakedaimon,17,36.992193,22.706912,https://pleiades.stoa.org/places/570263,353.2,
333,Gytheion,2,1,2,0,1,,,2,,,,,0,0,0,0,1,0,,Lakedaimon,17,36.7600725,22.5626005,https://pleiades.stoa.org/places/570268,23.7,
334,Kromnos,3,1,2,0,0.75,,,1,,,,,0,0,0,0,0,0,,Lakedaimon,17,37.332507,22.093167,https://pleiades.stoa.org/places/570388,467.1,
335,Kyphanta,2,1,3,0,0.37,,,1,,,,,0,0,1,0,0,0,,Lakedaimon,17,36.961993,22.989822,https://pleiades.stoa.org/places/570398,109.7,
336,Kythera,1,1,2,1,1.75,,,4,,,,,0,0,0,0,1,1,,Lakedaimon,17,36.262287,22.978222,https://pleiades.stoa.org/places/570400,338.9,
337,Las,1,1,2,0,1,,,1,,,,,0,0,0,0,1,0,,Lakedaimon,17,36.725537,22.498245,https://pleiades.stoa.org/places/570417,32.5,
338,Oinous,2,1,2,0,0.37,,,0,,,,,0,0,1,0,0,0,,Lakedaimon,17,,,https://pleiades.stoa.org/places/573402,,
339,Oios,3,1,2,0,0.62,,,1,,,,,0,0,0,0,0,0,,Lakedaimon,17,37.468145,22.141115,https://pleiades.stoa.org/places/573403,553.8,
340,Oitylos/Beitylos,3,1,2,0,0.62,,,1,,,,,0,0,0,0,0,0,,Lakedaimon,17,36.705058,22.3848,https://pleiades.stoa.org/places/570527,793,
341,Pellana,2,1,2,0,0.75,,,1,,,,,0,0,1,0,0,0,,Lakedaimon,17,37.2067635,22.331965,https://pleiades.stoa.org/places/570575,316.7,
342,Prasiai,1,1,2,0,1,,,2,,,,,0,0,0,0,0,0,,Lakedaimon,17,37.144402,22.890275,https://pleiades.stoa.org/places/570629,64,
343,Sellasia,2,1,2,0,0.62,,,1,,,,,0,0,0,0,0,0,,Lakedaimon,17,37.166485,22.416414,https://pleiades.stoa.org/places/570662,583,
344,Side,1,1,2,0,0.37,,,1,,,,,0,0,0,0,0,0,,Lakedaimon,17,36.469167,23.154167,https://pleiades.stoa.org/places/570669,0,
345,Sparta/Lakedaimon,1,1,2,1,14.62,498,2821,5,,,,,7,4,3,1,0,0,,Lakedaimon,17,37.0804631,22.42837425,https://pleiades.stoa.org/places/570685,208.8,
346,Thyrea,1,1,1,0,1.12,,,1,,,,,0,0,0,0,0,0,,Lakedaimon,17,37.41666667,22.66666667,https://pleiades.stoa.org/places/570736,375,
347,Argos,1,1,2,10,7.87,497,560,6,200,5,4,,1,4,3,2,1,0,,Argolis,18,37.631561,22.719464,https://pleiades.stoa.org/places/570106,4,
348,Epidauros,1,1,2,0,4.37,,,4,,5,4,,4,1,3,2,1,0,,Argolis,18,37.6334625,23.16015635,https://pleiades.stoa.org/places/570228,15.5,
349,Halieis,1,1,2,0,1.87,4,6,2,34,4,4,6,0,0,0,0,1,0,,Argolis,18,37.3082921,23.14481395,https://pleiades.stoa.org/places/570274,3.1,
350,Hermion,1,1,2,0,2.25,57,15,4,40,4,4,,0,0,0,0,1,0,,Argolis,18,37.385218,23.243591,https://pleiades.stoa.org/places/570292,32.8,
351,Kleonai,2,1,2,0,1.37,,,3,,6,4,,0,2,1,0,1,0,,Argolis,18,37.8114175,22.774295,https://pleiades.stoa.org/places/570361,207.2,
352,Methana,1,1,2,0,1,4,0,2,16,,,,0,0,0,0,1,0,,Argolis,18,37.5839485,23.3696045,https://pleiades.stoa.org/places/570482,17.1,
353,Mykenai,1,1,1,0,1.12,,,2,,,,,0,0,0,0,1,0,,Argolis,18,37.73036675,22.75557475,https://pleiades.stoa.org/places/570491,234.3,
354,Orneai,3,1,1,0,1.12,,,1,,,,,0,0,0,0,1,0,,Argolis,18,37.717853,22.547276,https://pleiades.stoa.org/places/570537,234.3,
355,Phleious,1,1,2,6,3.5,71,74,3,60,6,5,,0,1,3,2,1,0,,Argolis,18,37.831664,22.641069,https://pleiades.stoa.org/places/570602,274.6,
356,Tiryns,2,1,1,0,1.37,,,2,,,,,0,1,0,0,1,0,,Argolis,18,37.5980815,22.799768,https://pleiades.stoa.org/places/570740,12.9,
357,Troizen,1,1,2,1,3.5,,,4,,5,4,,2,1,1,0,1,0,,Argolis,18,37.496395,23.362444,https://pleiades.stoa.org/places/570756,81.3,
358,Aigina,1,1,2,2,4.25,211,138,2,52,6,,,2,4,3,1,1,1,,Saronic Gulf,19,37.7500745,23.4285005,https://pleiades.stoa.org/places/579853,21.5,
359,Belbina,1,1,2,0,0.5,,,1,,,,,0,0,0,0,0,1,,Saronic Gulf,19,37.476608,23.92397,https://pleiades.stoa.org/places/570150,,
360,Kalaureia,1,1,2,0,1.25,,,2,,,,,0,0,0,0,0,0,,Saronic Gulf,19,37.516667,23.483333,https://pleiades.stoa.org/places/570325,0,
361,Athenai,1,1,2,5,20.87,24111,4450,7,511,6,4,5,39,4,3,2,1,0,,Attika,20,37.9758297646,23.7261584048,https://pleiades.stoa.org/places/579885,86.2,
362,Eleusis,2,1,1,0,1.37,,,1,,,,,0,0,0,1,1,0,,Attika,20,38.041101,23.537401,https://pleiades.stoa.org/places/579920,6.9,
363,Salamis,1,1,2,0,2.75,,,2,,,4,,0,0,0,0,1,0,,Attika,20,37.948092,23.5308043333,https://pleiades.stoa.org/places/580100,360.4,
364,Athenai Diades,1.5,1,2,0,1.25,,,1,,,,,0,0,0,0,1,1,,Euboia,21,38.842285,22.982897,https://pleiades.stoa.org/places/540681,0,
365,Chalkis,1,1,2,2,4.5,117,148,5,12.5,6,4,,7,2,1,2,1,1,,Euboia,21,38.457139,23.621937,https://pleiades.stoa.org/places/540703,28.8,
366,Diakrioi en Euboia,3,1,1,0,0.5,,,0,,,,,0,0,0,0,0,1,,Euboia,21,,,,,
367,Diakrioi apo Chalkideon,1.5,1,1,0,0.37,,,0,,,,,0,0,0,0,0,1,,Euboia,21,,,,,
368,Dion,1.5,1,2,0,1.25,,,1,,,,,0,0,0,0,0,1,,Euboia,21,38.849584,22.850558,https://pleiades.stoa.org/places/540734,1,
369,Dystos,1,1,1,0,1.37,0,0,1,5,,,,0,0,0,0,1,0,,Euboia,21,38.355289,24.145303,https://pleiades.stoa.org/places/540746,114,
370,Eretria,1,1,2,9,8.25,4823,58,6,81.5,6,,,6,1,3,2,1,1,,Euboia,21,38.3974246667,23.7922373333,https://pleiades.stoa.org/places/579925,6.6,
371,Grynchai,2,1,1,0,0.5,,,1,,,,,0,0,0,0,0,1,,Euboia,21,38.401105,24.15984,https://pleiades.stoa.org/places/540797,212.3,
372,Histiaia/Oreos,1,1,2,6,4.12,,,4,,4,4,,0,0,3,2,1,1,,Euboia,21,38.946604,23.090527,https://pleiades.stoa.org/places/540817,240,
373,Karystos,1,1,2,2,3.37,,,4,,6,4,,0,4,1,2,1,1,,Euboia,21,38.016541,24.420381,https://pleiades.stoa.org/places/570336,25.8,
374,Orobiai,1,1,2,0,0.75,,,1,,,,,0,0,0,0,0,0,,Euboia,21,38.82251,23.214315,https://pleiades.stoa.org/places/540989,5.6,
375,Peraia,3,1,1,0,0.5,,,0,,,,,0,0,0,0,0,0,,Euboia,21,38.4012,23.413552,https://pleiades.stoa.org/places/570571,733,
376,Posideion,3,1,2,0,0.37,,,1,,,,,0,0,0,0,0,1,,Euboia,21,39,23.33333333,https://pleiades.stoa.org/places/554318,215,
377,Styra,1.5,1,1,0,1.37,,,1,,,,,0,0,0,0,0,1,,Euboia,21,38.1521563,24.2476977,https://pleiades.stoa.org/places/541117,99.3,
378,Alope,1.5,1,2,0,0.5,,,1,,,,,0,0,0,0,1,0,,East Locris,22,38.80837,22.8804165,https://pleiades.stoa.org/places/540621,0,
379,Alponos,1,1,2,0,0.87,,,1,,,,,0,0,0,0,1,0,1,East Locris,22,38.83333333,22.58333333,https://pleiades.stoa.org/places/494533,0,
380,Halai,2,1,2,0,1.62,10,0,2,12.5,,,,0,0,0,0,1,0,,East Locris,22,38.653765,23.193751,https://pleiades.stoa.org/places/540800,0,
381,Knemides,1.5,1,1,0,0.37,,,1,,,,,0,0,0,0,0,0,,East Locris,22,38.784137,22.832513,https://pleiades.stoa.org/places/540870,570,
382,Kynos,1,1,2,0,0.75,,,1,,,,,0,0,0,0,1,0,1,East Locris,22,38.718371,23.070173,https://pleiades.stoa.org/places/540896,0,
383,Larymna,1.5,1,2,0,1.25,1,0,1.5,6.5,4,,,0,0,1,0,1,0,,East Locris,22,38.567348,23.281349,https://pleiades.stoa.org/places/540906,150,
384,Naryka,2,1,2,0,0.75,,,1,,,,,0,0,0,0,1,0,1,East Locris,22,38.717051,22.728224,https://pleiades.stoa.org/places/540958,176.6,
385,Nikaia,3,1,3,0,0.62,,,1,,,,,0,0,0,0,0,0,1,East Locris,22,38.811966,22.617322,https://pleiades.stoa.org/places/540963,0,
386,Opous,1,1,2,0,3,,,2,,5,4,,0,4,1,1,1,0,1,East Locris,22,38.6306405,23.047878,https://pleiades.stoa.org/places/540986,,
387,Skarpheia,2,1,2,0,0.62,,,0,,,,,0,0,1,0,0,0,,East Locris,22,38.810499,22.6765305667,https://pleiades.stoa.org/places/541103,13.5,
388,Thronion,1,1,5,0,1.5,,,1,,5,,,0,0,0,0,1,0,,East Locris,22,38.775841,22.725727,https://pleiades.stoa.org/places/541147,211.6,
389,Akyphas/Pindos,2,1,3,0,1,,,1,,,,,0,0,0,0,1,0,,Doris,23,38.685487,22.379868,https://pleiades.stoa.org/places/540618,582.5,
390,Boion,1,1,2,0,0.25,,,1,,,,,0,0,0,0,1,0,,Doris,23,38.658144,22.4474125,https://pleiades.stoa.org/places/540691,,
391,Erineos,1,1,2,0,0.25,,,1,,,,,0,0,0,0,1,0,,Doris,23,38.694365,22.415737,https://pleiades.stoa.org/places/540769,5.1,
392,Kytinion,1,1,2,0,0.5,,,1,,,,,0,0,0,0,1,0,,Doris,23,38.715386,22.508769,https://pleiades.stoa.org/places/540899,584.9,
393,Amphanai,1.5,1,2,0,0.87,,,0,,,,,0,0,0,0,0,0,,Thessaly & Adjacent,24,39.294909,22.954643,https://pleiades.stoa.org/places/540627,0,
394,Argoussa,2,1,2,0,0.62,,,2,,,,,0,0,0,0,1,0,1,Thessaly & Adjacent,24,39.654629,22.350561,https://pleiades.stoa.org/places/540659,81,
395,Atrax,1,1,2,0,1.5,214,0,2,64,4,4,,0,0,0,0,1,0,1,Thessaly & Adjacent,24,39.571253,22.1995565,https://pleiades.stoa.org/places/540682,203.2,
396,Gomphoi,2,1,2,0,1.75,,,2,,4,4,,0,0,0,0,0,0,1,Thessaly & Adjacent,24,39.436045,21.676806,https://pleiades.stoa.org/places/540792,167.2,
397,Gyrton/Gyrtone,1.5,1,2,0,0.87,14,1,2,20,4,4,,0,0,1,0,1,0,1,Thessaly & Adjacent,24,39.798151,22.569853,https://pleiades.stoa.org/places/540798,420,
398,Kierion,1.5,1,2,0,1,,,2,,4,4,,0,0,0,0,1,0,1,Thessaly & Adjacent,24,39.361088,22.075455,https://pleiades.stoa.org/places/540867,102,
399,Kondaia,3,1,2,0,0.62,,,0,,,,,0,0,0,0,0,0,,Thessaly & Adjacent,24,39.798543,22.396606,https://pleiades.stoa.org/places/540875,63.4,
400,Krannon,1.5,1,2,0,1.75,,,3,,5,4,,0,1,1,1,1,0,1,Thessaly & Adjacent,24,39.4991145,22.304133,https://pleiades.stoa.org/places/540886,121.3,
401,Larisa,1,1,2,4,4.25,,,3,,5,4,,0,1,1,1,1,0,1,Thessaly & Adjacent,24,38.955227,22.8448235,https://pleiades.stoa.org/places/540904,82,
402,Methylion,2,1,2,0,0.62,,,0,,5,4,,0,0,0,0,0,0,1,Thessaly & Adjacent,24,38.4012,23.413552,https://pleiades.stoa.org/places/543789,733,
403,Metropolis,1.5,1,3,0,1.5,,,2,,4,4,,0,0,0,0,1,0,1,Thessaly & Adjacent,24,39.33861325,21.83866205,https://pleiades.stoa.org/places/540947,157,
404,Mopsion,2,1,2,0,0.5,,,2,,,4,,0,0,0,0,0,0,1,Thessaly & Adjacent,24,39.78742,22.420555,https://pleiades.stoa.org/places/540950,162,
405,Orthos,2,1,2,0,0.5,,,0,,,4,,0,0,0,0,1,0,1,Thessaly & Adjacent,24,39.207999,22.045891,https://pleiades.stoa.org/places/540991,156,
406,Oxynion,3,1,2,0,0.37,,,0,,,,,0,0,0,0,0,0,,Thessaly & Adjacent,24,,,https://pleiades.stoa.org/places/543821,,
407,Pagasai,1.5,1,2,0,1.37,28,0,2,6.5,4,,,0,0,0,1,1,0,1,Thessaly & Adjacent,24,39.310841,22.944398,https://pleiades.stoa.org/places/540998,0,
408,Peirasia,1.5,1,2,0,0.62,,,1,,4,4,,0,0,0,0,1,0,1,Thessaly & Adjacent,24,39.498523,22.152114,https://pleiades.stoa.org/places/540674,117.3,
409,Pelinnaion,1.5,1,2,0,1.62,6,2,2,56,5,4,4,0,2,0,0,1,0,1,Thessaly & Adjacent,24,39.5733657772,21.9264512713,https://pleiades.stoa.org/places/541020,118,
410,Phakion,1.5,1,2,0,0.37,,,0,,,,,0,0,0,0,0,0,,Thessaly & Adjacent,24,38.75,21.25,https://pleiades.stoa.org/places/543837,584,
411,Phaloria,3,1,3,0,1,,,0,,4,,,0,0,0,0,1,0,1,Thessaly & Adjacent,24,39.8466628,21.522324,https://pleiades.stoa.org/places/541038,450.1,
412,Pharkadon,2,1,2,1,1.37,,,2,,5,4,,0,0,0,0,1,0,1,Thessaly & Adjacent,24,39.5679935,22.00854075,https://pleiades.stoa.org/places/541041,87,
413,Pharsalos,1,1,5,1,3.62,,,3,,5,4,,0,4,1,1,1,0,1,Thessaly & Adjacent,24,39.30915475,22.3563245,https://pleiades.stoa.org/places/541042,,
414,Pherai,1,1,2,0,3.87,147,27,2,91,5,4,,0,0,3,1,1,0,1,Thessaly & Adjacent,24,39.3841465,22.7480955,https://pleiades.stoa.org/places/541044,110.4,
415,Skotoussa,1.5,1,5,0,1.62,,,2,,5,4,,0,1,1,0,1,0,1,Thessaly & Adjacent,24,39.37552,22.574579,https://pleiades.stoa.org/places/541107,437.3,
416,Thetonion,2,1,2,0,0.37,,,2,,,,,0,0,0,0,0,0,,Thessaly & Adjacent,24,39.293198,22.206056,https://pleiades.stoa.org/places/541145,108.6,
417,Trikka,1.5,1,2,1,1,,,2,,5,4,,0,0,0,0,0,0,,Thessaly & Adjacent,24,39.568904,21.782998,https://pleiades.stoa.org/places/541163,105.7,
418,Angeia,1.5,1,2,0,0.5,,,2,,,,,0,0,0,0,1,0,,Thessaly & Adjacent,24,39.107716,22.06456,https://pleiades.stoa.org/places/540636,398,
419,Ktimene,1.5,1,2,0,0.5,,,2,,,,,0,0,0,0,0,0,,Thessaly & Adjacent,24,39.064237,21.978511,https://pleiades.stoa.org/places/540894,895.2,
420,Hypata,1.5,1,2,0,0.87,,,0,,,4,,0,0,2,0,1,0,,Thessaly & Adjacent,24,38.871397,22.25209,https://pleiades.stoa.org/places/540827,365.5,
421,Kapheleis,1.5,1,2,0,0.12,,,0,,,,,0,0,0,0,0,0,,Thessaly & Adjacent,24,,,,,
422,Korophaioi,3,1,2,0,0.12,,,0,,,,,0,0,0,0,0,0,,Thessaly & Adjacent,24,,,,,
423,Phyrrhagioi,1.5,1,2,0,0.37,,,0,,,,,0,0,0,0,0,0,,Thessaly & Adjacent,24,,,,,
424,Talana,1.5,1,2,0,0.25,,,0,,,,,0,0,0,0,0,0,,Thessaly & Adjacent,24,,,,,
425,Chen,3,1,2,0,0.5,,,0,,,,,0,0,0,0,0,0,,Thessaly & Adjacent,24,38.4012,23.413552,https://pleiades.stoa.org/places/543669,733,
426,Parasopioi,2,1,2,0,0.25,,,0,,,,,0,0,1,0,0,0,,Thessaly & Adjacent,24,,,https://pleiades.stoa.org/places/543828,,
427,Anthele,1,1,2,0,0.25,,,1,,,,,0,0,0,0,0,0,,Thessaly & Adjacent,24,38.800123,22.510613,https://pleiades.stoa.org/places/540640,1042,
428,Antikyre,1,1,2,0,0.25,,,2,,,,,0,0,0,0,1,0,,Thessaly & Adjacent,24,38.852784,22.430528,https://pleiades.stoa.org/places/540641,20.9,
429,Echinos,1,1,2,0,0.62,,,0,,,,,0,0,1,0,1,0,,Thessaly & Adjacent,24,38.893412,22.723917,https://pleiades.stoa.org/places/540749,40.8,
