polis#,Name,Polisity,Hellenicity,In/out,staseis,prom 1,prom 2,prom 3,area 1,area 2,Silver,Bronze,Grid,Colonies,Victors,Proxenoi,Democracy,Walls,Delian L,Koinon,Region name,Region #,Latitude,Longitude,Pleiades link,Elevation m,
430,Herakleia,1,1,2,3,3.75,,,2,,4,4,4,0,0,1,0,1,0,,Thessaly & Adjacent,24,38.792037,22.447577,https://pleiades.stoa.org/places/541157,61.3,
431,Lamia,1,1,2,0,2.12,20,1,2,80,4,4,5,0,0,2,0,1,0,,Thessaly & Adjacent,24,38.902996,22.442593,https://pleiades.stoa.org/places/540902,136,
432,Trachis,1,1,1,0,0.87,,,1,,,,,0,0,0,0,0,0,,Thessaly & Adjacent,24,38.792037,22.447577,https://pleiades.stoa.org/places/541157,,
433,Antron,1.5,1,2,0,0.5,,,0,,,,,0,0,0,0,1,0,,Thessaly & Adjacent,24,38.95098,22.967482,https://pleiades.stoa.org/places/540644,0,
434,Ekkarra,2,1,2,0,0.5,,,2,,,4,,0,0,0,0,1,0,,Thessaly & Adjacent,24,39.08032,22.21147,https://pleiades.stoa.org/places/540752,486.9,
435,Halos,1,1,5,0,1,,,2,,,4,,0,0,0,0,1,0,,Thessaly & Adjacent,24,39.1485485153,22.8223459744,https://pleiades.stoa.org/places/540804,66.2,
436,Kypaira,1.5,1,2,0,0.37,,,2,,,,,0,0,0,0,0,0,,Thessaly & Adjacent,24,39.031506,22.082503,https://pleiades.stoa.org/places/540897,937.3,
437,Larisa,1.5,1,2,0,1,,,0,,,4,,0,0,1,0,0,0,,Thessaly & Adjacent,24,38.955227,22.8448235,https://pleiades.stoa.org/places/540904,86.3,
438,Melitaia,1.5,1,2,0,0.87,,,2,,,4,,0,0,0,0,1,0,,Thessaly & Adjacent,24,39.045599,22.451554,,519.9,
439,Peuma,3,1,3,0,0.62,,,1,,,,,0,0,0,0,1,0,,Thessaly & Adjacent,24,39.2010124289,22.5321047663,https://pleiades.stoa.org/places/541030,600.1,
440,Phylake,2,1,2,0,0.12,,,0,,,,,0,0,0,0,0,0,,Thessaly & Adjacent,24,39.289349,22.762367,https://pleiades.stoa.org/places/541053,144.2,
441,Proerna,1.5,1,2,0,0.62,,,2,,,,,0,0,1,0,1,0,,Thessaly & Adjacent,24,39.241243,22.297255,https://pleiades.stoa.org/places/541073,198.2,
442,Pyrasos,1.5,1,2,0,0.5,,,2,,,,,0,0,0,0,0,0,,Thessaly & Adjacent,24,39.2763225,22.8296175,https://pleiades.stoa.org/places/541081,0,
443,Thaumakoi,2,1,2,0,0.75,,,2,,,,,0,0,1,0,1,0,,Thessaly & Adjacent,24,39.126554,22.321996,https://pleiades.stoa.org/places/541136,493.8,
444,Thebai,1.5,1,3,0,1.62,42,943,4,40,4,4,,0,0,0,0,1,0,,Thessaly & Adjacent,24,38.319156,23.317577,https://pleiades.stoa.org/places/541138,57,
445,Amyros,1.5,1,1,0,0.62,,,0,,,,,0,0,0,0,0,0,,Thessaly & Adjacent,24,39.660329,22.693428,https://pleiades.stoa.org/places/540631,106.4,
446,Eureaioi,3,1,2,0,0.37,,,0,,,4,,0,0,0,0,0,0,,Thessaly & Adjacent,24,,,,,
447,Eurymenai,1.5,1,2,0,0.37,,,0,,,4,,0,0,0,0,1,0,,Thessaly & Adjacent,24,39.8427875,22.7816365,https://pleiades.stoa.org/places/540784,5.8,
448,Homolion,1,1,2,0,0.75,,,2,,,4,,0,0,0,0,0,0,,Thessaly & Adjacent,24,39.892051,22.6540015,https://pleiades.stoa.org/places/540819,51.9,
449,Iolkos,1.5,1,2,0,0.5,,,1,,,4,,0,0,0,0,0,0,,Thessaly & Adjacent,24,39.366305,22.96886,https://pleiades.stoa.org/places/540837,57.8,
450,Kasthanaie,1,1,2,0,0.37,,,2,,,,,0,0,0,0,1,0,,Thessaly & Adjacent,24,39.571201,22.95459,https://pleiades.stoa.org/places/540856,585.3,
451,Kikynethos,1,1,2,0,0.12,,,1,,,,,0,0,0,0,0,0,,Thessaly & Adjacent,24,39.1667,23.0833,https://pleiades.stoa.org/places/544356,9.4,
452,Korakai,1.5,1,2,0,0.75,,,0,,,,,0,0,0,0,1,0,,Thessaly & Adjacent,24,,,https://pleiades.stoa.org/places/543755,,
453,Meliboia,1,1,5,0,0.62,,,2,,4,4,,0,0,1,0,0,0,,Thessaly & Adjacent,24,39.748889,22.799444,https://pleiades.stoa.org/places/543784,316,
454,Methone,1.5,1,2,0,0.75,3,4,1.5,33,,,,0,0,0,0,1,0,,Thessaly & Adjacent,24,39.327998,23.069231,https://pleiades.stoa.org/places/540946,144.2,
455,Olizon,1.5,1,2,0,0.37,,,2,,,,,0,0,0,0,1,0,,Thessaly & Adjacent,24,39.128079,23.21081,https://pleiades.stoa.org/places/540979,23,
456,Oxoniaioi,1.5,1,2,0,0.12,,,0,,,,,0,0,0,0,0,0,,Thessaly & Adjacent,24,,,,,
457,Rhizous,1.5,1,2,0,0.25,,,2,,,4,,0,0,0,0,0,0,,Thessaly & Adjacent,24,39.8019955,22.84759,https://pleiades.stoa.org/places/541085,46.7,
458,Spalauthra,1.5,1,2,0,0.5,,,2,,,,,0,0,0,0,0,0,,Thessaly & Adjacent,24,39.183477,23.225085,https://pleiades.stoa.org/places/541110,114.9,
459,Azoros,3,1,2,0,1.12,,,2,,,4,,0,0,0,0,1,0,,Thessaly & Adjacent,24,39.988295,22.0888255,https://pleiades.stoa.org/places/540687,400.7,
460,Chyretiai,3,1,2,0,0.5,,,2,,,,,0,0,0,0,1,0,,Thessaly & Adjacent,24,39.800136,22.152018,https://pleiades.stoa.org/places/540712,276.5,
461,Doliche,3,1,2,0,1,,,2,,,4,,0,0,0,0,1,0,,Thessaly & Adjacent,24,40.059406,22.169466,https://pleiades.stoa.org/places/491576,662.9,
462,Ereikinion,1.5,1,2,0,0.37,,,2,,,,,0,0,0,0,0,0,,Thessaly & Adjacent,24,39.702373,21.994174,https://pleiades.stoa.org/places/540766,414.8,
463,Gonnos,1,1,2,0,1.12,20,0,3,6,,4,,0,0,2,0,1,0,,Thessaly & Adjacent,24,39.858934,22.498138,https://pleiades.stoa.org/places/540793,89.6,
464,Malloia,3,1,2,0,0.37,,,2,,,,,0,0,0,0,1,0,,Thessaly & Adjacent,24,39.876194,22.091553,https://pleiades.stoa.org/places/540931,425.6,
465,Mondaia,2,1,2,0,0.5,,,2,,,,,0,0,0,0,1,0,,Thessaly & Adjacent,24,39.9596,21.938448,https://pleiades.stoa.org/places/540949,652.8,
466,Mylai,3,1,2,0,0.62,,,2,,,,,0,0,0,0,1,0,,Thessaly & Adjacent,24,39.753837,22.098733,https://pleiades.stoa.org/places/540954,153.1,
467,Oloosson,2,1,2,0,1.12,,,2,,,4,,0,0,0,0,1,0,,Thessaly & Adjacent,24,39.89278,22.215715,https://pleiades.stoa.org/places/540981,380.2,
468,Phalanna,1.5,1,2,0,1.5,,,2,,4,4,,0,0,0,0,1,0,,Thessaly & Adjacent,24,39.708507,22.193106,https://pleiades.stoa.org/places/540992,581.9,
469,Pythoion,3,1,2,0,1.12,,,2,,,4,,0,0,0,0,1,0,,Thessaly & Adjacent,24,40.0833,22.15,,677.8,
470,Argethia,2,1,2,0,0.37,,,0,,,,,0,0,1,0,0,0,,Thessaly & Adjacent,24,39.9167,22.05,,343.7,
471,Aigiale,1,1,2,0,0.5,,,2,,,,,0,0,0,0,1,0,,Aegean,25,36.90637,25.998408,https://pleiades.stoa.org/places/599476,233.5,
472,Arkesine,1,1,2,0,0.87,,,2,,,,,0,0,2,0,1,0,,Aegean,25,36.7993565,25.8117355,https://pleiades.stoa.org/places/599517,223.3,
473,Minoa,1,1,2,0,0.37,9,0,2,20,,,,0,0,0,0,1,0,,Aegean,25,36.8241875,25.8640625,https://pleiades.stoa.org/places/599800,0,
474,Anaphe,2,1,2,0,1.12,,,2,,5,,,0,0,2,0,0,1,,Aegean,25,36.350459,25.76846,https://pleiades.stoa.org/places/599491,172.1,
475,Andros,1,1,2,2,2.5,52,22,4,100,,,,4,1,3,2,1,1,,Aegean,25,37.8188329,24.8323379,https://pleiades.stoa.org/places/589692,14,
476,Astypalaia,2,1,2,0,1.62,,,2,,5,4,,1,1,0,0,0,1,,Aegean,25,36.547366,26.35142,https://pleiades.stoa.org/places/599535,45.2,
477,Chalke,2,1,2,0,1.25,,,2,,4,,,0,0,0,0,1,1,,Aegean,25,36.228735,27.574826,https://pleiades.stoa.org/places/589742,0,
478,Delos,1,1,2,1,3.5,,,1,,6,,,2,0,3,0,0,1,,Aegean,25,37.400439,25.267471,https://pleiades.stoa.org/places/599587,30.3,
479,Helene,1.5,1,2,0,0.12,,,1,,,,,0,0,0,0,0,0,,Aegean,25,37.687222,24.116944,,0,
480,Oine,1,1,2,0,1.12,,,3,,,,,0,0,3,0,0,1,,Aegean,25,37.6305806,26.0732143,https://pleiades.stoa.org/places/599836,0,
481,Therma,1,1,2,0,0.62,,,3,,,,,0,0,0,0,0,1,,Aegean,25,37.6305806,26.0732143,https://pleiades.stoa.org/places/599976,46,
482,Ikos,1,1,2,0,0.62,,,2,,,4,,0,0,0,0,1,1,,Aegean,25,39.163501,23.900777,https://pleiades.stoa.org/places/540835,13.4,
483,Imbros,1,1,2,0,1.87,,,4,,,4,,0,0,0,0,1,1,,Aegean,25,40.233058,25.903047,https://pleiades.stoa.org/places/501438,119.4,
484,Ios,1,1,2,0,1.5,18,1,3,7,4,4,,0,0,3,0,1,1,,Aegean,25,36.7231329,25.28259345,https://pleiades.stoa.org/places/599672,119.4,
485,Kalymna,1,1,2,0,2.62,,,2,,,,,0,0,2,0,0,1,,Aegean,25,36.9783009,27.0081067,https://pleiades.stoa.org/places/599684,27.2,
486,Arkesseia,1,1,2,0,0.5,,,1,,,,,0,0,0,0,1,1,,Aegean,25,35.5,27.08333333,,0,
487,Brykous,1,1,2,0,0.75,,,1,,,,,0,0,0,0,1,1,,Aegean,25,35.83333333,27.16666667,https://pleiades.stoa.org/places/589739,0,
488,Eteokarpathioi,1.5,1,3,0,0.75,,,0,,,,,0,0,0,0,0,1,,Aegean,25,35.58333333,27.16666667,https://pleiades.stoa.org/places/589785,340,
489,Karpathos,1,1,2,0,1.25,,,0,,,,,0,0,0,0,0,1,,Aegean,25,35.5833,27.1333,https://pleiades.stoa.org/places/589841,842.8,
490,Kasos,1,1,2,0,0.5,,,2,,,,,0,0,0,0,0,1,,Aegean,25,35.421314,26.910656,https://pleiades.stoa.org/places/589845,300.6,
491,Ioulis,1,1,2,2,2.12,,,2,,6,4,,0,0,1,2,1,0,1,Aegean,25,37.640469,24.340442,https://pleiades.stoa.org/places/570314,19,
492,Karthaia,1,1,2,0,1.37,,,2,,6,4,,0,0,2,0,1,0,1,Aegean,25,37.560259,24.330211,https://pleiades.stoa.org/places/570333,15.8,
493,Koresia,1,1,2,0,1.62,2,0,1,18,6,,,0,0,0,0,1,1,1,Aegean,25,37.658699,24.3111875,https://pleiades.stoa.org/places/570370,11.8,
494,Poiessa,1,1,2,0,0.87,,,2,,,,,0,0,0,0,1,0,1,Aegean,25,37.599492,24.277992,https://pleiades.stoa.org/places/570623,4.1,
495,Keria,3,1,2,0,0.25,,,1,,,,,0,0,1,0,0,1,,Aegean,25,36.8795325,25.609403,https://pleiades.stoa.org/places/599708,0,
496,Kimolos,2,1,2,0,0.75,,,2,,,,,0,0,0,0,0,1,,Aegean,25,36.793183,24.57346,https://pleiades.stoa.org/places/589868,80.1,
497,Kos,1,1,3,3,4.87,131,26,4,112,6,4,,0,0,3,2,1,1,,Aegean,25,36.8958903,27.2904682,https://pleiades.stoa.org/places/599581,1.1,
498,Astypalaia/2,3,1,2,0,0.62,,,3,,,,,0,0,1,0,0,0,,Aegean,25,36.7469926667,26.9587706667,https://pleiades.stoa.org/places/599539,46,
499,Kos Meropis,1,1,2,0,0.75,,,3,,,,,0,1,0,0,1,0,,Aegean,25,36.8932686667,27.2874243333,https://pleiades.stoa.org/places/599728,12.7,
500,Halasarna,2,1,2,0,0.37,,,1,,,,,0,0,0,0,0,0,,Aegean,25,36.7814565,27.1378155,https://pleiades.stoa.org/places/599634,7.6,
501,Kythnos,1,1,2,0,1.25,9,2,2,25,6,,,0,0,0,0,1,1,,Aegean,25,37.412293,24.429784,https://pleiades.stoa.org/places/570402,152.8,
502,Myrina,1,1,2,0,1.25,1,1,3,25,,4,,0,0,2,0,1,1,,Aegean,25,39.878652,25.06186,https://pleiades.stoa.org/places/550755,9,
503,Hephaistia,1,1,2,0,1,18,1,3,31.6,,4,,0,0,0,0,1,1,,Aegean,25,39.9654755,25.322257,https://pleiades.stoa.org/places/550569,37.8,
504,Leros,3,1,2,0,1,,,2,,,,,0,0,0,0,0,0,,Aegean,25,37.158037,26.854663,https://pleiades.stoa.org/places/599763,22.6,
505,Melos,1,1,2,1,2.87,110,28,3,19,6,,,0,1,0,0,1,1,,Aegean,25,36.743864,24.423276,https://pleiades.stoa.org/places/570474,173.8,
506,Mykonos,1,1,2,0,0.87,,,2,,,4,,0,0,0,0,0,1,,Aegean,25,37.445959,25.328619,https://pleiades.stoa.org/places/599807,9.2,
507,Naxos,1,1,2,4,5.87,40,47,4,20,6,4,,0,0,3,0,1,1,,Aegean,25,37.103871,25.377595,https://pleiades.stoa.org/places/599821,22.7,
508,Nisyros,1,1,2,1,1.37,16,2,2,10,4,4,,0,0,0,0,1,1,,Aegean,25,36.587875,27.172056,https://pleiades.stoa.org/places/599829,119.1,
509,Paros,1,1,2,5,7.25,85,40,3,50,6,,,3,0,3,2,1,1,,Aegean,25,37.08579,25.150728,https://pleiades.stoa.org/places/599867,6.1,
510,Panormos,1,1,2,0,0.12,,,1,,,,,0,0,0,0,1,0,,Aegean,25,39.08333333,23.66666667,https://pleiades.stoa.org/places/541010,0,
511,Peparethos,1,1,2,0,0.25,,,2,,5,4,,0,1,0,0,1,1,,Aegean,25,39.119096,23.719616,https://pleiades.stoa.org/places/541023,141.5,
512,Seleinous,1,1,2,0,0.25,,,1,,,,,0,0,0,0,1,0,,Aegean,25,39.16666667,23.66666667,,0,
513,Pholegandros,2,1,2,0,0.62,,,2,,,,,0,0,2,0,0,1,,Aegean,25,36.66666667,24.91666667,https://pleiades.stoa.org/places/589995,0,
514,Rheneia,1,1,2,0,0.87,,,1,,,,,0,0,0,0,0,1,,Aegean,25,37.41206,25.213287,https://pleiades.stoa.org/places/599918,6.9,
515,Samothrake,1,1,2,0,2.5,6,5,3,20,5,,,4,0,2,0,1,1,,Aegean,25,40.50370085,25.53004955,https://pleiades.stoa.org/places/501596,164,
516,Saros,2,1,2,0,0.75,,,1,,,,,0,0,0,0,0,1,,Aegean,25,35.91666667,27.25,https://pleiades.stoa.org/places/590039,0,
517,Seriphos,1,1,2,0,1,,,2,,6,,,0,0,1,0,0,1,,Aegean,25,37.16666667,24.5,https://pleiades.stoa.org/places/590043,285,
518,Sikinos,1,1,2,0,0.75,,,2,,,,,0,0,2,0,0,1,,Aegean,25,36.683056,25.11667,https://pleiades.stoa.org/places/590046,245,
519,Siphnos,1,1,2,3,2.12,,,2,,6,,,0,0,0,2,1,1,,Aegean,25,36.9847,24.6681,https://pleiades.stoa.org/places/590048,337.8,
520,Skiathos,1,1,2,0,1.25,,,2,,,4,,0,0,0,0,0,1,,Aegean,25,39.164021,23.488506,https://pleiades.stoa.org/places/541104,8.1,
521,Skyros,1,1,2,0,1.37,12,3,4,4.5,5,,,0,0,1,0,1,1,,Aegean,25,38.902984,24.565356,https://pleiades.stoa.org/places/541108,59.6,
522,Syme,1.5,1,2,0,0.75,,,2,,,,,0,0,0,0,1,1,,Aegean,25,36.61839,27.843425,https://pleiades.stoa.org/places/599950,14.4,
523,Syros,1,1,2,1,1.37,,,3,,4,,,0,0,0,0,0,1,,Aegean,25,37.43333333,24.93333333,https://pleiades.stoa.org/places/590066,13,
524,Telos,2,1,2,0,1.25,18,0,2,10,,4,,0,0,0,0,1,1,,Aegean,25,36.463938,27.338729,https://pleiades.stoa.org/places/599960,79.5,
525,Tenos,1,1,2,1,3.75,64,8,3,10,6,,,0,0,1,2,1,1,,Aegean,25,37.607,25.114,https://pleiades.stoa.org/places/590073,7.4,
526,Thasos,1,1,2,12,8.75,1692,37,4,70,6,4,,10,4,3,2,1,1,,Aegean,25,40.779818,24.7106185,https://pleiades.stoa.org/places/501634,6.6,
527,Thera,1,1,2,1,3.87,,,2,,6,4,,1,0,1,2,0,1,,Aegean,25,36.363374,25.477816,https://pleiades.stoa.org/places/599971,92.3,
528,Aiane,3,1,2,0,0.75,,,0,,,4,5,0,0,0,1,0,0,,Makedonia,26,40.165157,21.820987,https://pleiades.stoa.org/places/491511,454.1,
529,Aigeai,1,1,2,0,2,,,2,,,,,0,0,1,0,1,0,,Makedonia,26,40.4842308667,22.3195276,https://pleiades.stoa.org/places/491512,147.8,
530,Alebaia,1,1,2,0,0.25,,,0,,,,,0,0,0,0,0,0,,Makedonia,26,,,,,
531,Allante,2,1,2,0,0.62,,,0,,,,,0,0,0,0,0,0,,Makedonia,26,40.734818,22.598961,https://pleiades.stoa.org/places/491517,53,
532,Aloros,1,1,2,0,0.25,,,0,,,,,0,0,0,0,1,0,,Makedonia,26,40.588605,22.597349,https://pleiades.stoa.org/places/491519,2.9,
533,Beroia,1,1,2,0,2.5,,,4,,,,,0,0,0,1,1,0,,Makedonia,26,40.5221266667,22.2014926667,https://pleiades.stoa.org/places/491546,175,
534,Dion,1.5,1,2,0,1.62,15,0,4,42,,,4,0,0,0,0,1,0,,Makedonia,26,40.17485,22.488682,https://pleiades.stoa.org/places/491572,17.2,
535,Edessa,3,1,2,0,1.12,1,0,4,23,,,,0,0,0,0,1,0,,Makedonia,26,40.799718,22.053972,https://pleiades.stoa.org/places/491585,235,
536,Europos,2,1,2,0,0.62,,,0,,,,,0,0,1,0,1,0,,Makedonia,26,40.899846,22.556736,https://pleiades.stoa.org/places/491595,24,
537,Herakleion,1,1,2,0,0.5,,,3,,,,,0,0,0,0,1,1,,Makedonia,26,40,22.66666667,,0,
538,Ichnai,1,1,2,0,1,,,0,,5,,,0,0,0,0,0,0,,Makedonia,26,40.764014,22.591256,https://pleiades.stoa.org/places/491619,7.8,
539,Kyrrhos,2,1,2,0,0.87,,,4,,,,,0,0,0,0,0,0,,Makedonia,26,40.805298,22.2912025,https://pleiades.stoa.org/places/491647,30,
540,Leibethra,3,1,2,0,0.87,,,3,,,,,0,0,0,0,1,0,,Makedonia,26,40.037748,22.528396,https://pleiades.stoa.org/places/491650,169,
541,Methone,1,1,2,0,1.12,,,3,,,4,,0,0,0,0,1,1,,Makedonia,26,40.446376,22.587828,https://pleiades.stoa.org/places/491663,3,
542,Mieza,2,1,2,0,0.87,,,0,,,,,0,0,0,0,0,0,,Makedonia,26,40.6380805,22.1170755,https://pleiades.stoa.org/places/491664,122.7,
543,Pella,1,1,2,0,2.12,,,4,,,,4,0,2,1,0,1,0,,Makedonia,26,40.766752125,22.506735275,https://pleiades.stoa.org/places/491687,30,
544,Pydna,1,1,2,1,1.5,79,9,3,25,,4,,0,0,1,0,1,0,,Makedonia,26,40.394976,22.560095,https://pleiades.stoa.org/places/491703,103.1,
545,Apollonia,1,1,2,0,0.75,,,4,,4,,,0,0,0,0,1,0,,Thrace: Axios - Strymon,27,40.623703,23.469685,https://pleiades.stoa.org/places/491526,47.3,
546,Arethousa,1,1,2,0,1,,,2,,,,,0,0,1,0,1,0,,Thrace: Axios - Strymon,27,40.62204,23.621241,https://pleiades.stoa.org/places/501357,10,
547,Bormiskos,3,1,2,0,0.37,,,2,,,,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,40.676875,23.678073,https://pleiades.stoa.org/places/501380,3.5,
548,Chalestra,1,3,3,0,0.62,,,0,,,,,0,0,0,0,0,0,,Thrace: Axios - Strymon,27,40.66666667,22.75,,-1,
549,Herakleia,3,1,2,0,0.37,,,0,,,,,0,0,0,0,0,0,,Thrace: Axios - Strymon,27,40.75,22.66666667,https://pleiades.stoa.org/places/507406,44,
550,Lete,2,2,2,0,0.75,,,0,,,,,0,0,0,0,0,0,,Thrace: Axios - Strymon,27,40.74493,22.978076,https://pleiades.stoa.org/places/491651,7.3,
551,Sindos,1,2,2,0,0.37,,,0,,,,,0,0,0,0,0,0,,Thrace: Axios - Strymon,27,40.670226,22.808289,https://pleiades.stoa.org/places/491717,0,
552,Therme,1,2,2,0,1.12,,,4,,,,,0,0,0,0,0,0,,Thrace: Axios - Strymon,27,40.58155,22.94402,https://pleiades.stoa.org/places/491740,0,
553,Amphipolis,1,1,2,3,2.5,184,15,5,250,5,4,,0,0,1,2,1,0,,Thrace: Axios - Strymon,27,40.8219755,23.847005,https://pleiades.stoa.org/places/501347,100.8,
554,Argilos,1,1,2,0,1.75,,,2,,6,4,,0,0,0,0,1,1,,Thrace: Axios - Strymon,27,40.7819725,23.8123785,https://pleiades.stoa.org/places/501358,36.1,
555,Traїlos,2,2,2,0,0.75,,,0,,5,4,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,40.844865,23.721626,https://pleiades.stoa.org/places/501648,183,
556,Aige,1,1,2,0,0.37,,,2,,,,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,39.978627,23.666064,https://pleiades.stoa.org/places/501335,7.8,
557,Aineia,1,1,2,0,1.25,,,1,,6,4,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,40.439481,22.879124,https://pleiades.stoa.org/places/491513,16.1,
558,Aioleion,1,1,2,0,0.75,,,1,,,,,0,0,0,0,0,1,1,Thrace: Axios - Strymon,27,40.302463,23.181617,https://pleiades.stoa.org/places/491515,65.9,
559,Akanthos,1,1,2,1,2,,,3,,6,4,,0,0,0,2,1,1,,Thrace: Axios - Strymon,27,40.39975,23.880112,https://pleiades.stoa.org/places/501339,3.2,
560,Akrothooi,1,2,2,0,0.5,,,2,,,,,0,0,1,0,0,1,,Thrace: Axios - Strymon,27,40.183833,24.34933,https://pleiades.stoa.org/places/501343,375.7,
561,Alapta,1,1,2,0,0.12,,,0,,,,,0,0,0,0,0,0,,Thrace: Axios - Strymon,27,,,https://pleiades.stoa.org/places/507363,,
562,Anthemous,3,1,2,0,0.62,,,4,,,,,0,0,0,0,0,0,1,Thrace: Axios - Strymon,27,40.417722,23.284334,https://pleiades.stoa.org/places/491521,546.8,
563,Aphytis,1,1,2,0,1.87,,,2,,5,4,,0,0,0,2,1,1,,Thrace: Axios - Strymon,27,40.099366,23.436606,https://pleiades.stoa.org/places/491525,50.8,
564,Assera,1,1,2,0,0.87,,,2,,,,,0,0,0,0,0,1,1,Thrace: Axios - Strymon,27,40.369294,23.830518,https://pleiades.stoa.org/places/501363,21.7,
565,Charadrous,1,2,2,0,0.12,,,0,,,,,0,0,0,0,0,0,,Thrace: Axios - Strymon,27,,,https://pleiades.stoa.org/places/507386,,
566,Chedrolioi,1.5,1,2,0,0.37,,,0,,,,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,40.046745,22.35171,https://pleiades.stoa.org/places/494554,2043.5,
567,Chytropolis,3,1,2,0,0.12,,,0,,,,,0,0,0,0,0,0,,Thrace: Axios - Strymon,27,,,https://pleiades.stoa.org/places/507389,,
568,Dikaia,1.5,1,2,0,1,,,0,,6,4,,0,0,0,2,0,1,,Thrace: Axios - Strymon,27,40.460491,22.947121,https://pleiades.stoa.org/places/491570,139.8,
569,Dion,1,2,2,0,0.87,,,1,,,,,0,0,0,0,1,1,,Thrace: Axios - Strymon,27,40.355943,24.163782,https://pleiades.stoa.org/places/501400,,
570,Eion,3,1,2,0,0.25,,,0,,,,,0,0,0,0,1,0,,Thrace: Axios - Strymon,27,40.7893235,23.872848,https://pleiades.stoa.org/places/501410,-0.7,
571,Galepsos,1,1,2,0,1.5,,,2,,,,,0,0,0,0,0,1,1,Thrace: Axios - Strymon,27,40.200006,23.688564,https://pleiades.stoa.org/places/501422,0,
572,Gigonos,1,1,2,0,0.25,,,1,,,,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,40.326285,23.022765,https://pleiades.stoa.org/places/491602,-3,
573,Haisa,1,1,2,0,0.5,,,1,,,,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,40.309275,23.060368,https://pleiades.stoa.org/places/491516,0.4,
574,Istasos,3,0,2,0,0.12,,,0,,,,,0,0,0,0,0,0,,Thrace: Axios - Strymon,27,,,https://pleiades.stoa.org/places/507452,,
575,Kalindoia,1.5,1,2,0,0.62,,,0,,,,,0,0,0,0,0,0,1,Thrace: Axios - Strymon,27,40.563778,23.357944,https://pleiades.stoa.org/places/491627,225.9,
576,Kamakai,1,0,2,0,0.37,,,0,,,,,0,0,0,0,0,1,1,Thrace: Axios - Strymon,27,,,https://pleiades.stoa.org/places/494577,,
577,Kampsa,1,1,2,0,0.5,,,0,,5,,,0,0,0,0,0,0,,Thrace: Axios - Strymon,27,,,https://pleiades.stoa.org/places/494578,,
578,Kissos,3,1,2,0,0.37,,,0,,,,,0,0,0,0,1,0,,Thrace: Axios - Strymon,27,,,https://pleiades.stoa.org/places/491637,,
579,Kithas,1,0,2,0,0.25,,,0,,,,,0,0,0,0,0,1,1,Thrace: Axios - Strymon,27,40.396714,23.055907,https://pleiades.stoa.org/places/491637,123.3,
580,Kleonai,1,2,2,0,1.12,,,1,,,,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,40.214176,24.233651,https://pleiades.stoa.org/places/501469,216.6,
581,Kombreia,1,0,2,0,0.37,,,0,,,,,0,0,0,0,0,0,,Thrace: Axios - Strymon,27,,,https://pleiades.stoa.org/places/494584,,
582,Lipaxos,1,0,2,0,0.12,,,0,,,,,0,0,0,0,0,0,,Thrace: Axios - Strymon,27,,,https://pleiades.stoa.org/places/494587,,
583,Mekyberna,1,1,2,1,1.37,,,1,,,,1,0,0,0,0,0,1,1,Thrace: Axios - Strymon,27,40.278319,23.396101,https://pleiades.stoa.org/places/491660,6,
584,Mende,1,1,2,2,2.5,,,2,,6,4,,2,0,1,2,1,1,,Thrace: Axios - Strymon,27,39.971454,23.39806,https://pleiades.stoa.org/places/501515,43.7,
585,Milkoros,1.5,0,2,0,0.5,,,0,,,,,0,0,0,0,0,1,1,Thrace: Axios - Strymon,27,,,https://pleiades.stoa.org/places/507429,,
586,Neapolis,1,1,2,0,0.75,,,2,,,,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,40.934324,24.414039,https://pleiades.stoa.org/places/501523,9.6,
587,Olophyxos,1,2,2,0,0.62,,,1,,,4,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,40.330422,24.190639,https://pleiades.stoa.org/places/501535,0.1,
588,Olynthos,1,1,5,2,3.62,225,109,5,35,5,4,4,0,0,1,0,1,1,1,Thrace: Axios - Strymon,27,40.29464475,23.3524935,https://pleiades.stoa.org/places/491678,56,
589,Osbaioi,3,0,2,0,0.37,,,0,,,,,0,0,0,0,0,0,,Thrace: Axios - Strymon,27,,,https://pleiades.stoa.org/places/494599,,
590,Othoros,1.5,0,2,0,0.37,,,0,,,,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,,,https://pleiades.stoa.org/places/507436,,
591,Pharbelos,1.5,0,2,0,0.5,,,0,,,,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,,,https://pleiades.stoa.org/places/507450,,
592,Phegontioi,2,0,2,0,0.37,,,0,,,,,0,0,1,0,0,1,1,Thrace: Axios - Strymon,27,,,https://pleiades.stoa.org/places/494608,,
593,Piloros,1,1,2,0,0.25,,,0,,,,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,40.342219,23.724709,https://pleiades.stoa.org/places/501567,36.1,
594,Pistasos,1.5,0,2,0,0.12,,,0,,,,,0,0,0,0,0,1,,Thrace: Axios - Strymon,27,,,https://pleiades.stoa.org/places/507452,,
